x_actual	y_actual	theta_actual
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.0774405593119694	-4.30520104239602	0.09966865249116202
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.4793849999999997	-3.358605	0.0
-2.0842549999999997	-3.358605	0.0
-2.0842549999999997	-3.358605	0.0
-2.0842549999999997	-3.358605	0.0
-2.0842549999999997	-3.358605	0.0
-1.7043384928457037	-4.242562074213807	0.09495170634275632
-1.7043384928457037	-4.242562074213807	0.09495170634275632
-1.7043384928457037	-4.242562074213807	0.09495170634275632
-1.6842715143442968	-4.265884137899253	0.09966865249116202
-1.6842715143442968	-4.265884137899253	0.09966865249116202
-1.6842715143442968	-4.265884137899253	0.09966865249116202
-1.3289938347238843	-4.1854865520523	0.09065988720074511
-1.6891249999999998	-3.358605	0.0
-1.8365368881658775	-3.1308666207581863	-0.04542327942157701
-1.513582165107727	-3.974137286521136	0.04542327942157701
-1.5049876245972102	-3.984416507567623	0.047583103276983396
-1.4955100652211533	-3.9956997430656274	0.04995839572194276
-0.9354865520522999	-4.14971316271852	0.09065988720074511
-1.1188597258144313	-3.9561953574623496	0.04542327942157701
-1.4418144488725817	-3.1488085498169722	-0.04542327942157701
-1.1188597258144313	-3.9561953574623496	0.04542327942157701
-1.4418144488725817	-3.1488085498169722	-0.04542327942157701
-1.2939949999999998	-3.753735	0.0
-1.1008730535603508	-3.9759678924825876	0.04995839572194276
-0.8988649999999998	-3.753735	0.0
-0.5037349999999998	-3.753735	0.0
-0.10860499999999984	-3.753735	0.0
0.11913337924181411	-3.6152987053454124	-0.04542327942157701
0.28652500000000014	-3.753735	0.0
0.6816550000000001	-3.753735	0.0
1.471915	-3.753735	0.0
1.471915	-3.753735	0.0
1.286680866987506	-3.660258283153945	-0.04995839572194276
1.471915	-3.753735	0.0
1.286680866987506	-3.660258283153945	-0.04995839572194276
1.286680866987506	-3.660258283153945	-0.04995839572194276
1.286680866987506	-3.660258283153945	-0.04995839572194276
1.681317878648309	-4.23248195006211	0.04995839572194276
2.05686171759072	-4.2073823642853565	0.04542327942157701
2.05686171759072	-4.2073823642853565	0.04542327942157701
2.0759548903091116	-4.212750099479069	0.04995839572194276
