x_actual	y_actual	theta_actual
612.729478279116	3.8904217214869283	-3.0860941483440762
613.1455230673946	3.8575767889843453	-3.0916342578678506
613.1455230673946	3.8575767889843453	-3.0916342578678506
613.1546580164535	3.8340611676594114	-3.0940095503128098
613.1546580164535	3.8340611676594114	-3.0940095503128098
613.1455230673946	3.8575767889843453	-3.0916342578678506
612.729478279116	3.8904217214869283	-3.0860941483440762
613.1455230673946	3.8575767889843453	-3.0916342578678506
612.7407802814315	3.862768342114354	-3.0890095919788516
612.7407802814315	3.862768342114354	-3.0890095919788516
612.729478279116	3.8904217214869283	-3.0860941483440762
613.1546580164535	3.8340611676594114	-3.0940095503128098
613.1455230673946	3.8575767889843453	-3.0916342578678506
613.1546580164535	3.8340611676594114	-3.0940095503128098
613.1455230673946	3.8575767889843453	-3.0916342578678506
613.1546580164535	3.8340611676594114	-3.0940095503128098
613.1546580164535	3.8340611676594114	-3.0940095503128098
613.1546580164535	3.8340611676594114	-3.0940095503128098
612.7407802814315	3.862768342114354	-3.0890095919788516
613.1455230673946	3.8575767889843453	-3.0916342578678506
613.1455230673946	3.8575767889843453	-3.0916342578678506
612.7407802814315	3.862768342114354	-3.0890095919788516
613.1546580164535	3.8340611676594114	-3.0940095503128098
613.1546580164535	3.8340611676594114	-3.0940095503128098
612.7407802814315	3.862768342114354	-3.0890095919788516
612.7407802814315	3.862768342114354	-3.0890095919788516
612.7407802814315	3.862768342114354	-3.0890095919788516
613.1546580164535	3.8340611676594114	-3.0940095503128098
613.1546580164535	3.8340611676594114	-3.0940095503128098
613.1455230673946	3.8575767889843453	-3.0916342578678506
612.729478279116	3.8904217214869283	-3.0860941483440762
612.7407802814315	3.862768342114354	-3.0890095919788516
613.1546580164535	3.8340611676594114	-3.0940095503128098
612.7407802814315	3.862768342114354	-3.0890095919788516
612.7407802814315	3.862768342114354	-3.0890095919788516
612.729478279116	3.8904217214869283	-3.0860941483440762
612.7407802814315	3.862768342114354	-3.0890095919788516
612.729478279116	3.8904217214869283	-3.0860941483440762
612.729478279116	3.8904217214869283	-3.0860941483440762
612.7407802814315	3.862768342114354	-3.0890095919788516
612.7407802814315	3.862768342114354	-3.0890095919788516
612.7407802814315	3.862768342114354	-3.0890095919788516
612.7407802814315	3.862768342114354	-3.0890095919788516
612.729478279116	3.8904217214869283	-3.0860941483440762
612.7407802814315	3.862768342114354	-3.0890095919788516
612.7407802814315	3.862768342114354	-3.0890095919788516
612.7407802814315	3.862768342114354	-3.0890095919788516
612.7407802814315	3.862768342114354	-3.0890095919788516
612.7407802814315	3.862768342114354	-3.0890095919788516
612.7508860557339	3.8378449384013056	-3.0916342578678506
612.7407802814315	3.862768342114354	-3.0890095919788516
612.7407802814315	3.862768342114354	-3.0890095919788516
612.7508860557339	3.8378449384013056	-3.0916342578678506
612.5686517965623	4.261293032598857	-3.046640947247037
612.5686517965623	4.261293032598857	-3.046640947247037
612.1329402401954	4.312207311014534	-3.036715714859559
612.1329402401954	4.312207311014534	-3.036715714859559
612.7200127096997	3.260508761892226	3.0890095919788516
612.7200127096997	3.260508761892226	3.0890095919788516
612.3254288467956	3.281276333624023	3.0890095919788516
612.3254288467956	3.281276333624023	3.0890095919788516
611.9418801818292	4.193018248896028	-3.0916342578678506
612.140425	3.753735000000001	-3.141592653589793
611.9308449838913	4.2158170615549135	-3.0890095919788516
611.9308449838913	4.2158170615549135	-3.0890095919788516
611.9418801818292	4.193018248896028	-3.0916342578678506
611.5362611209872	4.195049489823116	-3.0890095919788516
611.5362611209872	4.195049489823116	-3.0890095919788516
611.5362611209872	4.195049489823116	-3.0890095919788516
611.9308449838913	3.302043905355821	3.0890095919788516
611.7452949999999	3.7537350000000007	-3.141592653589793
611.5472431701684	4.173286398312987	-3.0916342578678506
611.1416772580831	4.174281918091319	-3.0890095919788516
610.7470933951789	4.153514346359521	-3.0890095919788516
610.7470933951789	4.153514346359521	-3.0890095919788516
610.3525095322748	4.132746774627724	-3.0890095919788516
609.9579256693706	4.1119792028959266	-3.0890095919788516
609.5740581118644	4.074627145397788	-3.0916342578678506
609.1794211002035	4.054895294814747	-3.0916342578678506
608.7847840885428	4.035163444231707	-3.0916342578678506
608.3901470768819	4.0154315936486675	-3.0916342578678506
607.9850063548498	4.008141344236938	-3.0890095919788516
607.6008730535603	3.975967892482587	-3.0916342578678506
606.983109926322	4.1674329648413835	-3.036715714859559
606.8012547661374	3.9458386290415457	-3.0890095919788516
606.4066709032332	3.9250710573097476	-3.0890095919788516
605.8252572445383	4.029982710918649	-3.0419240010986313
605.0183152282577	3.9606124703083117	-3.036715714859559
604.6253562886449	3.919248371401698	-3.036715714859559
603.8394384094192	3.836520173588469	-3.036715714859559
603.4464794698064	3.795156074681855	-3.036715714859559
603.0535205301936	3.7537919757752403	-3.036715714859559
603.25	3.758930483455367	-3.0890095919788516
603.2598659252915	3.7589175360691462	-3.0916342578678506
602.6799048847969	3.7154474749445106	-3.0419240010986313
603.052435	3.753735	-3.141592653589793
602.4608322741917	3.7173953399917727	-3.0890095919788516
601.6716645483834	3.675860196528177	-3.0890095919788516
601.2866808669875	3.660258283153946	-3.0916342578678506
600.681655	3.753735	-3.141592653589793
600.286525	3.753734999999999	-3.141592653589793
599.6987452338626	3.5720223378691895	-3.0890095919788516
599.3041613709585	3.5512547661373914	-3.0890095919788516
598.7309721944524	3.298786887802483	-3.036715714859559
598.3380132548396	3.2574227888958687	-3.036715714859559
598.120409782246	3.4889520509419993	-3.0890095919788516
597.7258259193418	3.4681844792102012	-3.0890095919788516
597.520615	3.753734999999999	-3.141592653589793
597.520615	3.753734999999999	-3.141592653589793
597.3205788997965	4.054895294814747	3.0916342578678506
596.9259418881356	4.074627145397788	3.0916342578678506
596.1761315659801	3.0091072139136217	-3.0916342578678506
596.1366678648141	4.114090846563867	3.0916342578678506
595.7222990025701	3.739185685486105	3.0916342578678506
595.149835	3.358604999999999	-3.141592653589793
594.5814828684615	2.882199754228342	-3.0860941483440762
595.1703761259143	4.580419373873391	3.0419240010986313
594.5481847028123	4.172360682452889	3.0940095503128098
594.1745711532044	4.236584633286712	3.0890095919788516
593.7799872903003	4.257352205018509	3.0890095919788516
593.174185	4.148864999999998	-3.141592653589793
593.0190354726936	5.061219674549793	3.0916342578678506
592.6243984610329	5.080951525132834	3.0916342578678506
591.988795	4.543994999999998	-3.141592653589793
591.4540192563389	5.171125361217603	3.0890095919788516
591.0458504143896	5.159878927464994	3.0916342578678506
590.217112689902	3.5024034784896263	-3.0916342578678506
590.2702676676265	5.233428076412996	3.0890095919788516
589.4278386665803	3.462939777323546	-3.0916342578678506
589.4673023677465	5.238806329797154	3.0916342578678506
589.0726653560856	5.258538180380194	3.0916342578678506
588.2973483531057	5.337265935071984	3.0890095919788516
587.642365	4.543994999999998	-3.141592653589793
587.642365	4.543994999999998	-3.141592653589793
587.0402847460325	3.7391856854861083	-3.0916342578678506
587.1192121483647	5.751834444956198	3.0916342578678506
586.7245751367038	5.7715662955392375	3.0916342578678506
586.3299381250431	5.791298146122278	3.0916342578678506
585.9353011133823	5.811029996705318	3.0916342578678506
585.271585	4.939124999999998	-3.141592653589793
584.6307704089963	3.912339590340372	-3.0860941483440762
585.1657589406437	6.245130709532201	3.0916342578678506
584.7711219289829	6.26486256011524	3.0916342578678506
584.3764849173222	6.284594410698281	3.0916342578678506
583.691065	5.334254999999998	-3.141592653589793
583.4490879399192	4.350873053560353	-3.0916342578678506
583.0544509282585	4.331141202977313	-3.0916342578678506
582.6598139165976	4.311409352394272	-3.0916342578678506
582.835476987643	6.811763528029614	3.0890095919788516
582.4408931247387	6.832531099761411	3.0890095919788516
582.110545	5.729384999999997	-3.141592653589793
581.715415	5.729384999999997	-3.141592653589793
581.0615340193714	4.627118961722915	-3.0916342578678506
580.6668970077105	4.607387111139874	-3.0916342578678506
580.055081538116	3.319468937255787	-3.036715714859559
580.4887413819498	7.330952821324554	3.0890095919788516
579.739765	6.124514999999997	-3.141592653589793
579.739765	6.124514999999997	-3.141592653589793
579.6803044785586	7.310650641016367	3.0916342578678506
578.949505	6.124514999999997	-3.141592653589793
578.2793430871627	4.883633019302437	-3.0916342578678506
577.8720273437433	4.79730907004525	-3.0890095919788516
577.4900690638411	4.844169318136356	-3.0916342578678506
577.0757002015972	5.21907447921412	-3.0916342578678506
